time,condition,subject,aic,bic,hqc,lrt,rho
-0.005,face,BeFe,5,3,5,3,0.923341263819768
0.045,face,BeFe,5,3,3,3,0.917676024825741
0.095,face,BeFe,5,3,3,3,0.914807208419324
0.145,face,BeFe,5,3,3,3,0.904848892941704
0.195,face,BeFe,6,3,5,3,0.909853416168795
0.245,face,BeFe,5,3,5,3,0.898932478041708
0.295,face,BeFe,5,3,5,3,0.902371082289485
0.345,face,BeFe,8,4,5,3,0.906158800178169
0.395,face,BeFe,6,3,5,3,0.910626400058515
0.445,face,BeFe,5,3,5,3,0.909220084065525
0.495,face,BeFe,8,3,5,3,0.909449892620713
0.545,face,BeFe,5,3,5,3,0.928100222264564
0.595,face,BeFe,5,3,5,3,0.935100213381375
0.645,face,BeFe,8,3,5,3,0.945162867966455
0.695,face,BeFe,5,3,5,3,0.950862624681639
0.745,face,BeFe,5,3,5,3,0.953989773064945
0.795,face,BeFe,5,3,5,3,0.953617042625804
0.845,face,BeFe,5,3,5,3,0.953525848183186
0.895,face,BeFe,5,3,5,3,0.952623088897299
0.945,face,BeFe,5,3,5,3,0.952814575319677
0.995,face,BeFe,5,3,5,3,0.95039208273377
1.045,face,BeFe,9,3,5,3,0.94984903657227
1.095,face,BeFe,6,3,5,3,0.953142130136594
1.145,face,BeFe,5,3,5,3,0.952543630328833
1.195,face,BeFe,5,3,5,3,0.956629396834025
1.245,face,BeFe,5,3,5,3,0.957369897658978
1.295,face,BeFe,5,3,5,3,0.959058138754655
1.345,face,BeFe,5,3,5,3,0.961210247932827
1.395,face,BeFe,5,3,5,3,0.962231858428449
1.445,face,BeFe,8,3,5,3,0.964796158326278
1.495,face,BeFe,5,3,5,3,0.968544680060903
-0.105,place,BeFe,5,3,5,3,0.95074676430426
-0.055,place,BeFe,5,3,5,3,0.949822015443783
-0.005,place,BeFe,5,3,5,3,0.94455940904486
0.045,place,BeFe,5,3,5,3,0.936649681601686
0.095,place,BeFe,7,3,5,3,0.932428315679081
0.145,place,BeFe,5,3,5,3,0.933982184704433
0.195,place,BeFe,5,3,5,3,0.931225587214778
0.245,place,BeFe,6,3,5,3,0.919803939650575
0.295,place,BeFe,8,3,5,3,0.915001229874352
0.345,place,BeFe,5,3,5,3,0.923273430734101
0.395,place,BeFe,8,3,5,3,0.93214712427646
0.445,place,BeFe,5,3,5,3,0.924697488744988
0.495,place,BeFe,9,3,5,3,0.927966200366563
0.545,place,BeFe,6,3,5,3,0.934648191381417
0.595,place,BeFe,5,3,5,3,0.940498852647597
0.645,place,BeFe,6,3,5,3,0.938478789086899
0.695,place,BeFe,6,3,5,3,0.938498883914891
0.745,place,BeFe,5,3,5,3,0.937627693235302
0.795,place,BeFe,5,3,5,3,0.937643950300177
0.845,place,BeFe,5,3,5,3,0.937490742099897
0.895,place,BeFe,5,3,5,3,0.937105874272602
0.945,place,BeFe,6,3,5,3,0.927716297344525
0.995,place,BeFe,6,3,5,3,0.939142499202995
1.045,place,BeFe,8,3,5,3,0.945750568912594
1.095,place,BeFe,7,3,5,3,0.94832920238505
1.145,place,BeFe,5,3,5,3,0.950913251650256
1.195,place,BeFe,6,3,5,3,0.946526912144773
1.245,place,BeFe,5,3,5,3,0.946329528177146
1.295,place,BeFe,5,3,5,3,0.945271600309931
1.345,place,BeFe,5,3,5,3,0.950094765400713
1.395,place,BeFe,5,3,5,3,0.950384451452065
1.445,place,BeFe,5,3,5,3,0.945461099246962
1.495,place,BeFe,5,3,5,3,0.946440275642484
-0.105,rest,DiAs,5,3,3,3,0.926641116149948
-0.055,rest,DiAs,5,3,5,3,0.920632916218763
-0.005,rest,DiAs,5,3,3,3,0.923959205287706
0.045,rest,DiAs,6,3,3,3,0.937942711515435
0.095,rest,DiAs,5,3,5,3,0.941812939677259
0.145,rest,DiAs,5,3,5,3,0.943441199001442
0.195,rest,DiAs,5,3,5,3,0.942739405570623
0.245,rest,DiAs,6,3,5,3,0.945698849291623
0.295,rest,DiAs,5,3,5,3,0.949490885582382
0.345,rest,DiAs,8,3,5,3,0.941240489767896
0.395,rest,DiAs,5,3,5,3,0.932015273161004
0.445,rest,DiAs,6,3,5,3,0.929114943219705
0.495,rest,DiAs,5,3,5,3,0.925271852704488
0.545,rest,DiAs,6,3,5,3,0.916913048591964
0.595,rest,DiAs,6,3,3,3,0.918530278799116
0.645,rest,DiAs,8,3,5,3,0.920476554655097
0.695,rest,DiAs,5,3,5,3,0.9304472410464
0.745,rest,DiAs,5,3,5,3,0.929689681630214
0.795,rest,DiAs,5,3,5,3,0.941371007820308
0.845,rest,DiAs,6,3,5,3,0.939331045105561
0.895,rest,DiAs,5,3,3,3,0.940128017220592
0.945,rest,DiAs,6,3,5,3,0.941974245035156
0.995,rest,DiAs,9,3,3,3,0.943827133121903
1.045,rest,DiAs,5,3,3,3,0.944980575096172
1.095,rest,DiAs,7,3,3,3,0.931950176845536
1.145,rest,DiAs,9,3,5,3,0.933329752365873
1.195,rest,DiAs,5,3,5,3,0.929963883368243
1.245,rest,DiAs,5,3,5,3,0.93106675767322
1.295,rest,DiAs,5,3,5,3,0.929634130353166
1.345,rest,DiAs,5,3,5,3,0.932129544025336
1.395,rest,DiAs,9,3,5,3,0.93497137582809
1.445,rest,DiAs,5,3,5,3,0.938882879423412
1.495,rest,DiAs,6,3,5,3,0.943518321867212
-0.105,face,DiAs,5,3,5,3,0.96255323515095
-0.055,face,DiAs,5,3,5,3,0.963209418818695
-0.005,face,DiAs,5,3,5,3,0.961020551820811
0.045,face,DiAs,6,3,5,3,0.952811406039029
0.095,face,DiAs,7,3,5,3,0.956940531797297
0.145,face,DiAs,9,3,5,3,0.950188935256588
0.195,face,DiAs,6,3,5,3,0.93313891439829
0.245,face,DiAs,6,3,5,3,0.936227361904907
0.295,face,DiAs,6,3,5,3,0.946738839265072
0.345,face,DiAs,6,3,5,3,0.953099660983571
0.395,face,DiAs,6,3,5,3,0.956752810176118
0.445,face,DiAs,10,5,5,3,0.949451448640758
0.495,face,DiAs,9,5,5,3,0.930475015922962
0.545,face,DiAs,6,3,5,3,0.958493238775082
0.595,face,DiAs,5,3,5,3,0.973349793308209
0.645,face,DiAs,5,3,5,3,0.977922219116152
0.695,face,DiAs,5,3,5,3,0.979937517592806
0.745,face,DiAs,7,3,5,3,0.979819453982672
0.795,face,DiAs,5,5,5,3,0.978600031126423
0.845,face,DiAs,5,3,5,3,0.979600503831194
0.895,face,DiAs,5,3,5,3,0.978203749537709
0.945,face,DiAs,5,3,5,3,0.973732212435375
0.995,face,DiAs,8,3,5,3,0.975865397818267
1.045,face,DiAs,6,5,5,3,0.976076288400392
1.095,face,DiAs,5,3,5,3,0.976736094670138
1.145,face,DiAs,6,5,5,3,0.976265286419087
1.195,face,DiAs,5,3,5,3,0.975175205028232
1.245,face,DiAs,5,3,5,3,0.974335676421613
1.295,face,DiAs,5,3,5,3,0.979413808310376
1.345,face,DiAs,5,3,5,3,0.977891467753373
1.395,face,DiAs,5,3,5,3,0.977079238800569
1.445,face,DiAs,5,3,5,3,0.97671362415058
1.495,face,DiAs,5,5,5,3,0.974582424762946
-0.105,place,DiAs,5,3,5,3,0.964958855702314
-0.055,place,DiAs,6,3,5,3,0.967298849179222
-0.005,place,DiAs,5,3,5,3,0.969155106790373
0.045,place,DiAs,5,3,5,3,0.969481861924799
0.095,place,DiAs,5,5,5,3,0.966269651089419
0.145,place,DiAs,5,3,5,3,0.961483039279365
0.195,place,DiAs,6,3,5,3,0.958405899088973
0.245,place,DiAs,5,4,5,3,0.949092582409663
0.295,place,DiAs,5,3,5,3,0.936918306366919
0.345,place,DiAs,6,3,5,3,0.944416830676233
0.395,place,DiAs,5,3,5,3,0.948099912502866
0.445,place,DiAs,5,5,5,3,0.950423759743284
0.495,place,DiAs,7,3,5,3,0.956440691753897
0.545,place,DiAs,6,3,5,3,0.970753667898845
0.595,place,DiAs,5,3,5,3,0.976066766802385
0.645,place,DiAs,5,3,5,3,0.974770553873593
0.695,place,DiAs,6,3,5,3,0.975659402067652
0.745,place,DiAs,5,5,5,3,0.973670095154948
0.795,place,DiAs,6,3,5,3,0.977928019275285
0.845,place,DiAs,5,3,5,3,0.978357753621639
0.895,place,DiAs,5,3,5,3,0.978270572326929
0.945,place,DiAs,5,3,5,3,0.976655943045967
0.995,place,DiAs,5,3,5,3,0.978913678319568
1.045,place,DiAs,5,3,5,3,0.977754989865122
1.095,place,DiAs,5,3,5,3,0.98032090697982
1.145,place,DiAs,8,5,5,3,0.977716052921925
1.195,place,DiAs,5,3,5,3,0.977251241204657
1.245,place,DiAs,5,3,5,3,0.975982276131981
1.295,place,DiAs,5,3,5,3,0.976507462680954
1.345,place,DiAs,5,3,5,3,0.975097046418942
1.395,place,DiAs,5,3,5,3,0.979765184008782
1.445,place,DiAs,5,3,5,3,0.97937014750863
1.495,place,DiAs,5,3,5,3,0.980537098011925
-0.105,rest,JuRo,5,3,3,3,0.879674919083728
-0.055,rest,JuRo,6,3,5,3,0.874288518910147
-0.005,rest,JuRo,5,3,3,3,0.888877309747942
0.045,rest,JuRo,5,3,4,3,0.879597877970463
0.095,rest,JuRo,5,3,3,3,0.883664549683849
0.145,rest,JuRo,5,3,3,3,0.877717750517837
0.195,rest,JuRo,5,3,3,3,0.876645369598842
0.245,rest,JuRo,5,3,3,3,0.882669737299115
0.295,rest,JuRo,5,3,3,3,0.87036894542452
0.345,rest,JuRo,5,3,3,3,0.867271750732683
0.395,rest,JuRo,6,3,3,3,0.871873906321375
0.445,rest,JuRo,5,3,3,3,0.87004475311902
0.495,rest,JuRo,5,3,3,3,0.873517585973042
0.545,rest,JuRo,6,3,3,3,0.875198639473117
0.595,rest,JuRo,5,3,3,3,0.884121356162822
0.645,rest,JuRo,5,3,3,3,0.884373753909088
0.695,rest,JuRo,5,3,3,3,0.904310094451349
0.745,rest,JuRo,6,3,3,3,0.91373426349417
0.795,rest,JuRo,6,3,3,3,0.907859258659543
0.845,rest,JuRo,5,3,3,3,0.910344475917759
0.895,rest,JuRo,5,3,5,3,0.904651845650031
0.945,rest,JuRo,5,3,3,3,0.889399239116652
0.995,rest,JuRo,5,3,3,3,0.887523839993535
1.045,rest,JuRo,5,3,3,3,0.890163989357906
1.095,rest,JuRo,5,3,3,3,0.884501154180807
1.145,rest,JuRo,5,3,3,3,0.872211781953008
1.195,rest,JuRo,6,3,5,3,0.868869829900544
1.245,rest,JuRo,5,3,3,3,0.869782685239432
1.295,rest,JuRo,5,3,3,3,0.892790228504658
1.345,rest,JuRo,5,3,3,3,0.896223412614901
1.395,rest,JuRo,7,3,3,3,0.890195589339242
1.445,rest,JuRo,5,3,3,3,0.891142679569627
1.495,rest,JuRo,5,3,3,3,0.882968241912828
-0.105,face,JuRo,5,3,5,3,0.904860712062286
-0.055,face,JuRo,5,3,5,3,0.900889380749176
-0.005,face,JuRo,5,3,5,3,0.898168384787638
0.045,face,JuRo,5,3,5,3,0.89608180456574
0.095,face,JuRo,6,3,5,3,0.895736753002687
0.145,face,JuRo,5,3,5,3,0.894618592230789
0.195,face,JuRo,5,3,5,3,0.906438525802842
0.245,face,JuRo,5,3,5,3,0.913465034705191
0.295,face,JuRo,6,3,5,3,0.928336002826002
0.345,face,JuRo,6,3,5,3,0.926032696386964
0.395,face,JuRo,5,3,5,3,0.928256041536018
0.445,face,JuRo,5,3,5,3,0.926109846493044
0.495,face,JuRo,5,3,5,3,0.92633327866014
0.545,face,JuRo,5,3,5,3,0.94449878264517
0.595,face,JuRo,5,3,5,3,0.941760696387924
0.645,face,JuRo,5,3,5,3,0.932324182891526
0.695,face,JuRo,6,3,5,3,0.931454956948746
0.745,face,JuRo,5,3,5,3,0.936936513342344
0.795,face,JuRo,5,3,5,3,0.934642945209497
0.845,face,JuRo,5,3,5,3,0.935171900815364
0.895,face,JuRo,5,3,5,3,0.932343715986576
0.945,face,JuRo,5,3,5,3,0.934080988613539
0.995,face,JuRo,6,3,5,3,0.929297289979036
1.045,face,JuRo,8,3,5,3,0.925360509600162
1.095,face,JuRo,5,3,5,3,0.924391807244289
1.145,face,JuRo,5,3,5,3,0.923796242754705
1.195,face,JuRo,5,3,5,3,0.920919778793336
1.245,face,JuRo,5,3,5,3,0.909002576817727
1.295,face,JuRo,5,3,5,3,0.912879518260854
1.345,face,JuRo,5,3,5,3,0.911781978308513
1.395,face,JuRo,5,3,5,3,0.911987470310119
1.445,face,JuRo,5,3,5,3,0.919022233663744
1.495,face,JuRo,7,3,5,3,0.940168535771337
-0.105,place,JuRo,5,3,5,3,0.909202434737072
-0.055,place,JuRo,5,3,5,3,0.907234393334314
-0.005,place,JuRo,6,3,5,3,0.907333863500917
0.045,place,JuRo,6,3,5,3,0.918039856682161
0.095,place,JuRo,5,3,5,3,0.902840615889528
0.145,place,JuRo,5,3,5,3,0.917286507899258
0.195,place,JuRo,5,3,5,3,0.915324388400882
0.245,place,JuRo,5,3,5,3,0.901377159681684
0.295,place,JuRo,5,3,5,3,0.917700833706022
0.345,place,JuRo,5,3,5,3,0.926472785763578
0.395,place,JuRo,5,3,5,3,0.920884346961492
0.445,place,JuRo,5,3,5,3,0.911789419779441
0.495,place,JuRo,5,3,5,3,0.913074615544314
0.545,place,JuRo,5,3,5,3,0.935290200879047
0.595,place,JuRo,5,3,5,3,0.940119141079554
0.645,place,JuRo,6,3,5,3,0.945877008719657
0.695,place,JuRo,5,3,5,3,0.946133140729132
0.745,place,JuRo,5,3,5,3,0.948318985154808
0.795,place,JuRo,5,3,5,3,0.948138199732121
0.845,place,JuRo,5,3,5,3,0.949558838068489
0.895,place,JuRo,5,3,5,3,0.950599892641317
0.945,place,JuRo,5,3,5,3,0.942990281631934
0.995,place,JuRo,5,3,5,3,0.947589504287741
1.045,place,JuRo,5,3,5,3,0.948826636073069
1.095,place,JuRo,5,3,5,3,0.949765068243745
1.145,place,JuRo,5,3,5,3,0.950303314271131
1.195,place,JuRo,6,3,5,3,0.950453970194891
1.245,place,JuRo,6,3,5,3,0.945076497483949
1.295,place,JuRo,5,3,5,3,0.945987501775273
1.345,place,JuRo,5,3,5,3,0.946530684999083
1.395,place,JuRo,5,3,5,3,0.941948703742006
1.445,place,JuRo,5,3,5,3,0.941231007469725
1.495,place,JuRo,5,3,5,3,0.939675116474905
